Ticker,Sector,Industry,PE_Ratio,PB_Ratio,ROE,Debt_to_Equity,Ind_Avg_PE,Ind_Avg_PB,Ind_Avg_ROE,Ind_Avg_Debt_Equity,Beats_Ind_PE,Beats_Ind_PB,Beats_Ind_Debt,Beats_Ind_ROE,Total_Metrics_Beaten,RSI_14d,Good_Momentum
JCI,Industrials,Building Products & Equipment,43.148148,6.8046007,0.14332,70.107,36.347258999999994,6.665450816666667,0.2144216776666666,107.20183333333334,No,No,Yes,No,2,57.74659251374967,Yes
URI,Industrials,Rental & Leasing Services,27.172161,7.5731235,0.28895,166.793,27.172161,7.5731235,0.28895,166.793,No,No,No,No,1,53.16588408274318,Yes
OVV,Energy,Oil & Gas E&P,17.651558,1.4988093,0.08411,43.734,21.167981625000003,1.6510234499999998,0.0929050005,31.9115,Yes,Yes,No,No,3,57.79231840903525,Yes
KKR,Financial Services,Asset Management,35.476925,3.6687033,0.0728,69.812,23.227159,4.3795234,0.25351500125,52.044,No,Yes,No,No,1,71.87739325857784,No
FTV,Technology,Scientific & Technical Instruments,32.53158,3.0861795,0.07318,59.283,44.848181499999995,4.998357066666666,0.07851,43.826,Yes,Yes,No,No,3,53.42270797572366,Yes
REGN,Healthcare,Biotechnology,19.763855,2.5496423,0.14043,8.535,29.656065333333338,8.799849425,0.2378574925,64.49025,Yes,Yes,Yes,No,3,79.11944269492056,No
NEM,Basic Materials,Gold,14.41793,3.43119,0.25905,15.807,14.41793,3.43119,0.25905,15.807,No,No,No,No,1,68.0110771426249,Yes
AFL,Financial Services,Insurance - Life,13.021505,2.0065615,0.16908,53.365,14.334661,1.8756368666666667,0.1400433333333333,132.39633333333333,Yes,No,Yes,Yes,3,41.97716595286444,No
TRV,Financial Services,Insurance - Property & Casualty,9.940891,2.3302977,0.26511,27.378,11.269478333333334,2.7132821333333332,0.2659866633333334,29.339,Yes,Yes,Yes,No,4,53.395590983517884,Yes
DGX,Healthcare,Diagnostics & Research,25.057323,3.4545639,0.14602,81.074,40.703307125,285.9395879375,0.2203071412857142,2161.667375,Yes,Yes,Yes,No,4,68.76099154213624,Yes
A,Healthcare,Diagnostics & Research,29.739042,5.915755,0.21330999,49.733,40.703307125,285.9395879375,0.2203071412857142,2161.667375,Yes,Yes,Yes,No,3,71.73340553091273,No
WDAY,Technology,Software - Application,64.515625,7.692164,0.10858,56.936,44.40717484615384,12.75701541875,0.1575993334666666,63.50013333333334,No,Yes,Yes,No,2,75.31110136158856,No
PLTR,Technology,Software - Infrastructure,154.31897,44.004425,0.38097,2.139,78.68721981818182,158.2196027153846,0.6039858355916666,4852.889666666667,No,Yes,Yes,No,2,73.07711599277076,No
IQV,Healthcare,Diagnostics & Research,30.039803,6.4420795,0.22818,257.975,40.703307125,285.9395879375,0.2203071412857142,2161.667375,Yes,Yes,Yes,Yes,5,66.82228586045045,Yes
BBY,Consumer Cyclical,Specialty Retail,15.805555,5.8331056,0.39104,134.09,20.6407,9.4327057,0.44208,154.226,Yes,Yes,Yes,No,4,55.817241951323886,Yes
PLD,Real Estate,REIT - Industrial,31.380001,2.4551857,0.07749,63.823,31.380001,2.4551857,0.07749,63.823,No,No,No,No,0,46.60819060909168,No
MLM,Basic Materials,Building Materials,35.46615,2.8333073,0.08894,54.945,26.363816999999997,2.77006415,0.12353,66.2685,No,No,Yes,No,1,44.8307688714704,No
TFC,Financial Services,Banks - Regional,12.18161,1.1030852,0.09059,,13.22531725,1.3944307,0.1082675,,Yes,Yes,,No,3,59.01989145111098,Yes
PTC,Technology,Software - Application,14.342032,4.910495,0.35053003,46.335,44.40717484615384,12.75701541875,0.1575993334666666,63.50013333333334,Yes,Yes,Yes,Yes,4,72.80029870498753,No
HPE,Technology,Communication Equipment,55.90654,3.1298068,0.06315,84.03,42.36991,13.694613266666666,0.41733668,166.87033333333332,No,Yes,Yes,No,2,73.81893709283685,No
CAH,Healthcare,Medical Distribution,31.939228,-18.689081,,,26.078099666666663,-7.578827,0.96871,446.516,No,Yes,,,1,49.51399423329624,No
AIZ,Financial Services,Insurance - Property & Casualty,13.460469,2.2749507,0.18341999,36.211,11.269478333333334,2.7132821333333332,0.2659866633333334,29.339,No,Yes,No,No,2,50.86104867286996,Yes
PYPL,Financial Services,Credit Services,11.453687,2.6351497,0.24497,71.751,19.09603075,20.07863005,0.6518050000000001,187.88375,Yes,Yes,Yes,No,3,75.16640131366297,No
MRVL,Technology,Semiconductors,74.557045,10.679676,0.16028,28.97,54.09527633333333,12.04603556,0.340206001,42.3612,No,Yes,Yes,No,3,53.64603515049267,Yes
IT,Technology,Information Technology Services,16.469004,-70.554276,1.13581,,14.9647392,-10.43693778,0.478174,142.17374999999998,No,Yes,,Yes,3,63.63745087653617,Yes
SNOW,Technology,Software - Application,,60.28949,-0.54869,142.912,44.40717484615384,12.75701541875,0.1575993334666666,63.50013333333334,,No,No,No,0,80.71918776944159,No
IRM,Real Estate,REIT - Specialty,89.80142,-29.425983,,,74.84069828571428,-1.391046814285714,0.1313375075,181.62675,No,Yes,,,2,55.268045905006765,Yes
KVUE,Consumer Defensive,Household & Personal Products,22.588236,3.49345,0.15581,81.617,24.109022599999996,35.90854228,0.663170004,554.4639999999999,Yes,Yes,Yes,No,4,54.81841217003037,Yes
CMG,Consumer Cyclical,Restaurants,30.194445,18.79539,0.49560001,246.35,38.45532566666667,-61.86823866666666,0.49560001,246.35,Yes,No,No,No,1,45.5176719764607,No
BALL,Consumer Cyclical,Packaging & Containers,17.744986,2.8519456,0.17151,131.495,17.550645000000003,2.9323492666666664,0.09346334,128.77933333333334,No,Yes,No,Yes,2,45.51324388501323,No
BKR,Energy,Oil & Gas Equipment & Services,20.664495,3.162197,0.16463,80.925,23.029809,3.0627697,0.146860005,63.9635,Yes,No,No,Yes,3,62.27588646259905,Yes
AMP,Financial Services,Asset Management,13.794538,7.928974,0.63432,67.578,23.227159,4.3795234,0.25351500125,52.044,Yes,No,No,Yes,2,74.44461087840618,No
AKAM,Technology,Software - Infrastructure,44.42908,3.7886302,0.08918,196.672,78.68721981818182,158.2196027153846,0.6039858355916666,4852.889666666667,Yes,Yes,Yes,No,4,55.65139432594822,Yes
VEEV,Healthcare,Health Information Services,42.747887,5.6357636,0.13934,1.411,42.747887,5.6357636,0.13934,1.411,No,No,No,No,0,82.89573812440224,No
NUE,Basic Materials,Steel,21.696415,2.8104744,0.14548999,30.512,21.696415,2.8104744,0.14548999,30.512,No,No,No,No,1,66.95089602864927,Yes
EA,Communication Services,Electronic Gaming & Multimedia,59.743587,7.7727118,0.16458,26.43,59.743587,7.7727118,0.16458,26.43,No,No,No,No,0,83.44589083986811,No
J,Industrials,Engineering & Construction,47.81063,5.1636167,0.07998,124.734,50.200953,8.223040566666667,0.2122799933333333,68.64866666666667,Yes,Yes,No,No,3,63.14722402509199,Yes
SYF,Financial Services,Credit Services,8.146491,1.7142979,0.20786,,19.09603075,20.07863005,0.6518050000000001,187.88375,Yes,Yes,,No,3,63.571717303015056,Yes
ACGL,Financial Services,Insurance - Diversified,7.6169386,1.4349073,0.19936001,17.836,9.984963533333334,1.1251721594333333,0.180390005,19.102666666666664,Yes,No,Yes,Yes,3,45.03254627141531,No
HBAN,Financial Services,Banks - Regional,13.669231,1.2071191,0.09002,,13.22531725,1.3944307,0.1082675,,No,Yes,,No,2,54.7645779618549,Yes
AJG,Financial Services,Insurance Brokers,42.038143,2.7393663,0.06722,59.401,27.589395333333332,4.888944700000001,0.2372766633333333,104.75733333333334,No,Yes,Yes,No,3,54.87139639143042,Yes
MSTR,Technology,Software - Application,,1.1682469,-0.63562,14.938,44.40717484615384,12.75701541875,0.1575993334666666,63.50013333333334,,Yes,Yes,No,2,47.49692798774318,No
HRL,Consumer Defensive,Packaged Foods,28.752941,1.691935,0.05831,4.244,16.408202,1.876540833333333,0.0184933333333333,106.5365,No,Yes,Yes,Yes,3,44.06430492866614,No
KMB,Consumer Defensive,Household & Personal Products,21.495144,21.037628,1.04913,348.933,24.109022599999996,35.90854228,0.663170004,554.4639999999999,Yes,Yes,Yes,Yes,5,53.99034591160516,Yes
LII,Industrials,Building Products & Equipment,18.583296,11.144235,0.71757007,156.082,36.347258999999994,6.665450816666667,0.2144216776666666,107.20183333333334,Yes,No,No,Yes,2,30.71843286349194,No
WST,Healthcare,Medical Instruments & Supplies,44.265984,8.149927,0.19087,10.585,51.75042266666667,4.860575425,0.0741550025,36.452,Yes,No,Yes,Yes,3,48.8119128007878,No
WDC,Technology,Computer Hardware,18.6916,23.29859,1.30853,11.868,31.319586333333337,-52.90333,0.811645,11.868,Yes,No,No,Yes,2,47.08965976563939,No
MKC,Consumer Defensive,Packaged Foods,9.0599,2.092621,0.24728,65.143,16.408202,1.876540833333333,0.0184933333333333,106.5365,Yes,No,Yes,Yes,4,65.13304241953071,Yes
CEG,Utilities,Utilities - Independent Power Producers,27.23754,3.0960345,0.15055001,76.419,27.23754,3.0960345,0.15055001,76.419,No,No,No,No,1,60.74921624149447,Yes
SBAC,Real Estate,REIT - Specialty,19.765392,-4.2663035,,,74.84069828571428,-1.391046814285714,0.1313375075,181.62675,Yes,Yes,,,3,53.730120533361756,Yes
CPRT,Industrials,Specialty Business Services,18.030674,3.1011922,0.17607,1.059,18.030674,3.1011922,0.17607,1.059,No,No,No,No,1,51.8932130357401,Yes
CHRW,Industrials,Integrated Freight & Logistics,28.501911,10.746151,0.37123,121.188,26.5761666,7.6019212399999985,0.285378,102.3806,No,No,No,Yes,1,34.810686801089645,No
FBIN,Industrials,Building Products & Equipment,39.37398,2.5043955,0.06406,121.292,36.347258999999994,6.665450816666667,0.2144216776666666,107.20183333333334,No,Yes,No,No,1,46.4002662813343,No
COIN,Financial Services,Financial Data & Stock Exchanges,,3.1037612,-0.07847,50.982,25.108762,8.349881766666666,0.2553183316666667,86.28416666666665,,Yes,Yes,No,2,48.036417307153094,No
WTW,Financial Services,Insurance Brokers,21.045368,4.0403805,0.19761999,91.39,27.589395333333332,4.888944700000001,0.2372766633333333,104.75733333333334,Yes,Yes,Yes,No,4,66.30194208693366,Yes
KMX,Consumer Cyclical,Auto & Truck Dealerships,37.298138,1.3927543,0.03588,307.787,37.298138,1.3927543,0.03588,307.787,No,No,No,No,1,64.46280892076932,Yes
EIX,Utilities,Utilities - Regulated Electric,7.294118,1.5589228,0.19734,228.042,17.49529742857143,2.0865267,0.1134457142857142,176.60742857142856,Yes,Yes,No,Yes,3,42.97874379990418,No
MDB,Technology,Software - Infrastructure,,12.954359,-0.00975,1.998,78.68721981818182,158.2196027153846,0.6039858355916666,4852.889666666667,,Yes,Yes,No,2,80.49469964266619,No
DXCM,Healthcare,Medical Devices,36.158104,13.17017,0.38491002,53.346,35.9182226,5.7168182000000005,0.163952004,42.5584,No,No,No,Yes,1,72.30621472777158,No
POOL,Industrials,Industrial Distribution,18.316896,5.7847834,0.31254998,134.537,25.23404366666667,9.5304956,0.3867299899999999,102.52566666666668,Yes,Yes,No,No,3,52.79443243853842,Yes
FOX,Communication Services,Entertainment,14.561403,2.096489,0.14291,64.06,19.818455333333333,4.171202425,0.15764,63.22475,Yes,Yes,No,No,3,69.47212151281877,Yes
PHM,Consumer Cyclical,Residential Construction,13.18687,1.8826702,0.14901,19.065,13.18687,1.8826702,0.14901,19.065,No,No,No,No,1,52.2355450868998,Yes
FDX,Industrials,Integrated Freight & Logistics,18.283945,2.5735042,0.14846,135.697,26.5761666,7.6019212399999985,0.285378,102.3806,Yes,Yes,No,No,3,68.98077499352277,Yes
WBD,Communication Services,Entertainment,,2.1354368,-0.08786,94.199,19.818455333333333,4.171202425,0.15764,63.22475,,Yes,No,No,2,66.47314171182342,Yes
APD,Basic Materials,Specialty Chemicals,,4.9003158,0.00023,110.091,28.113555666666667,5.315857975,0.1491924975,100.99975,,Yes,No,No,2,58.84536556285178,Yes
WY,Real Estate,REIT - Specialty,37.60606,1.8959591,0.04974,57.625,74.84069828571428,-1.391046814285714,0.1313375075,181.62675,Yes,No,Yes,No,3,52.21086009058832,Yes
ES,Utilities,Utilities - Regulated Electric,15.464668,1.6644772,0.09016,180.7,17.49529742857143,2.0865267,0.1134457142857142,176.60742857142856,Yes,Yes,No,No,2,47.40565739656714,No
FSLR,Technology,Solar,23.156315,2.3293521,0.18509,1.88,23.156315,2.3293521,0.18509,1.88,No,No,No,No,0,47.330459892442626,No
CPB,Consumer Defensive,Packaged Foods,11.411765,1.7222757,0.15389,182.035,16.408202,1.876540833333333,0.0184933333333333,106.5365,Yes,Yes,No,Yes,4,58.11450135143302,Yes
PWR,Industrials,Engineering & Construction,76.889145,10.489897,0.15337,67.78,50.200953,8.223040566666667,0.2122799933333333,68.64866666666667,No,No,Yes,No,2,52.4152569131351,Yes
GDDY,Technology,Software - Infrastructure,14.933135,1896.2264,4.42861,57334.33,78.68721981818182,158.2196027153846,0.6039858355916666,4852.889666666667,Yes,No,No,Yes,3,60.48079549670884,Yes
OC,Industrials,Building Products & Equipment,,3.2640793,-0.094510004,150.328,36.347258999999994,6.665450816666667,0.2144216776666666,107.20183333333334,,Yes,No,No,2,62.88765839418276,Yes
EQT,Energy,Oil & Gas E&P,12.5475645,1.3392438,0.11078,19.595,21.167981625000003,1.6510234499999998,0.0929050005,31.9115,Yes,Yes,Yes,Yes,5,59.42558431640338,Yes
BXP,Real Estate,REIT - Office,36.410526,2.1407351,0.05308,211.631,36.410526,2.1407351,0.05308,211.631,No,No,No,No,1,52.61400050193806,Yes
TEAM,Technology,Software - Application,,39.64175,-0.04478,116.483,44.40717484615384,12.75701541875,0.1575993334666666,63.50013333333334,,No,No,No,0,82.76512006803274,No
IP,Consumer Cyclical,Packaging & Containers,,1.5062822,-0.16479,68.509,17.550645000000003,2.9323492666666664,0.09346334,128.77933333333334,,Yes,Yes,No,3,54.6967247369323,Yes
DT,Technology,Software - Application,99.5098,6.012321,0.058790002,6.499,44.40717484615384,12.75701541875,0.1575993334666666,63.50013333333334,No,Yes,Yes,No,3,67.67253801203694,Yes
CNC,Healthcare,Healthcare Plans,,1.4459308,-0.20358999,71.082,22.767939,2.2073586,0.057156,72.0042,,Yes,Yes,No,3,52.96398691974957,Yes
HUBS,Technology,Software - Application,85.590744,6.2577405,0.07892,14.3,44.40717484615384,12.75701541875,0.1575993334666666,63.50013333333334,No,Yes,Yes,No,3,56.86784304286503,Yes
RCL,Consumer Cyclical,Travel Services,19.011044,8.09657,0.44669998,224.816,21.3577445,-3.4499575,0.44669998,224.816,Yes,No,No,No,2,52.21692521585461,Yes
COF,Financial Services,Credit Services,12.3322315,1.3334407,0.09031,,19.09603075,20.07863005,0.6518050000000001,187.88375,Yes,Yes,,No,3,67.44200783954955,Yes
TWLO,Technology,Software - Infrastructure,34.497925,4.873864,0.13497,11.868,78.68721981818182,158.2196027153846,0.6039858355916666,4852.889666666667,Yes,Yes,Yes,No,3,70.93972918530216,No
MRNA,Healthcare,Biotechnology,,3.7562704,-0.38998002,19.036,29.656065333333338,8.799849425,0.2378574925,64.49025,,Yes,Yes,No,3,57.380584364042086,Yes
PSX,Energy,Oil & Gas Refining & Marketing,12.872718,3.2691064,0.23452999,62.884,12.872718,3.2691064,0.23452999,62.884,No,No,No,No,0,76.4779445974915,No
HUM,Healthcare,Healthcare Plans,36.35222,2.4876256,0.06893,76.485,22.767939,2.2073586,0.057156,72.0042,No,No,No,Yes,2,52.69728525509519,Yes
NTAP,Technology,Software - Infrastructure,31.830746,29.738865,1.06734,202.295,78.68721981818182,158.2196027153846,0.6039858355916666,4852.889666666667,Yes,Yes,Yes,Yes,4,75.73757852610797,No
ADI,Technology,Semiconductors,57.146927,5.5024323,0.09639,25.81,54.09527633333333,12.04603556,0.340206001,42.3612,No,Yes,Yes,No,2,49.442834378267584,No
ZBH,Healthcare,Medical Devices,24.167477,1.5033518,0.06413,60.175,35.9182226,5.7168182000000005,0.163952004,42.5584,Yes,Yes,No,No,3,63.79497232941972,Yes
HUBB,Industrials,Electrical Equipment & Parts,30.401678,6.8487234,0.24444,141.642,30.401678,6.8487234,0.24444,141.642,No,No,No,No,1,54.579969510583894,Yes
AON,Financial Services,Insurance Brokers,19.684675,7.8870873,0.44699,163.481,27.589395333333332,4.888944700000001,0.2372766633333333,104.75733333333334,Yes,No,No,Yes,3,50.98709897314196,Yes
EME,Industrials,Engineering & Construction,25.903084,9.015608,0.40348998,13.432,50.200953,8.223040566666667,0.2122799933333333,68.64866666666667,Yes,No,Yes,Yes,4,58.36337791806937,Yes
COO,Healthcare,Medical Instruments & Supplies,64.91525,1.8120742,0.02853,33.093,51.75042266666667,4.860575425,0.0741550025,36.452,No,Yes,Yes,No,3,66.62624525356071,Yes
FFIV,Technology,Software - Infrastructure,33.121017,6.1310816,0.1983,6.546,78.68721981818182,158.2196027153846,0.6039858355916666,4852.889666666667,Yes,Yes,Yes,No,4,54.537808172356215,Yes
FANG,Energy,Oil & Gas E&P,38.001904,1.4769439,0.034930002,28.678,21.167981625000003,1.6510234499999998,0.0929050005,31.9115,No,Yes,Yes,No,3,56.09309137624728,Yes
CCK,Consumer Cyclical,Packaging & Containers,17.356304,4.43882,0.27367002,186.334,17.550645000000003,2.9323492666666664,0.09346334,128.77933333333334,Yes,No,No,Yes,3,55.170667440907785,Yes
HWM,Industrials,Aerospace & Defense,60.95259,19.736217,0.34732,81.368,82.2465168,12.72012786,0.256833996,79.4648,Yes,No,No,Yes,3,52.784257767923755,Yes
JBHT,Industrials,Integrated Freight & Logistics,39.211113,7.249942,0.18448,38.373,26.5761666,7.6019212399999985,0.285378,102.3806,No,Yes,Yes,No,3,55.51363554012892,Yes
HOLX,Unknown,Unknown,,,,,,,,,,,,,0,,N/A
FICO,Technology,Software - Application,30.214907,-5.8547564,,,44.40717484615384,12.75701541875,0.1575993334666666,63.50013333333334,Yes,Yes,,,2,46.366765670965485,No
HPQ,Technology,Computer Hardware,10.830449,-199.36305,,,31.319586333333337,-52.90333,0.811645,11.868,Yes,Yes,,,2,71.03546562960008,No
LH,Healthcare,Diagnostics & Research,26.66033,3.0322027,0.11728,79.124,40.703307125,285.9395879375,0.2203071412857142,2161.667375,Yes,Yes,Yes,No,3,72.64326635696533,No
IEX,Industrials,Specialty Industrial Machinery,34.357758,4.415088,0.12955,47.06,32.3772535,4.7464518,0.1492199983333333,55.88616666666667,No,Yes,Yes,No,3,64.90450939647087,Yes
SYY,Consumer Defensive,Food Distribution,22.82787,14.997308,0.77692,561.403,22.82787,14.997308,0.77692,561.403,No,No,No,No,1,51.77511272295153,Yes
SLB,Energy,Oil & Gas Equipment & Services,25.395123,2.9633424,0.12909001,47.002,23.029809,3.0627697,0.146860005,63.9635,No,Yes,Yes,No,3,56.73778508964523,Yes
CRWD,Technology,Software - Infrastructure,,49.55614,-0.0024899999,17.568,78.68721981818182,158.2196027153846,0.6039858355916666,4852.889666666667,,Yes,Yes,No,3,69.75552859567165,Yes
TRMB,Technology,Scientific & Technical Instruments,,2.3649817,-0.01939,28.553,44.848181499999995,4.998357066666666,0.07851,43.826,,Yes,Yes,No,3,55.96100420191422,Yes
FDS,Financial Services,Financial Data & Stock Exchanges,18.31505,5.0556297,0.27032,77.284,25.108762,8.349881766666666,0.2553183316666667,86.28416666666665,Yes,Yes,Yes,Yes,5,62.765359050682754,Yes
IR,Industrials,Specialty Industrial Machinery,34.826447,3.2129922,0.0947,47.903,32.3772535,4.7464518,0.1492199983333333,55.88616666666667,No,Yes,Yes,No,3,51.409087706063794,Yes
ODFL,Industrials,Trucking,40.780716,9.842595,0.24818,0.44,40.780716,9.842595,0.24818,0.44,No,No,No,No,0,46.17482408223718,No
CAG,Consumer Defensive,Packaged Foods,,1.1584494,-0.25064,117.577,16.408202,1.876540833333333,0.0184933333333333,106.5365,,Yes,No,No,2,61.585590055646996,Yes
HLT,Consumer Cyclical,Lodging,47.38848,-11.487807,,,47.38848,-11.487807,,,No,No,,,0,47.66058017037432,No
BLK,Financial Services,Asset Management,27.857748,3.1822093,0.122779995,23.192,23.227159,4.3795234,0.25351500125,52.044,No,Yes,Yes,No,2,72.43233267543377,No
MTD,Healthcare,Diagnostics & Research,32.465622,2235.5625,,16668.447,40.703307125,285.9395879375,0.2203071412857142,2161.667375,Yes,No,No,,2,67.83784961583004,Yes
MOS,Basic Materials,Agricultural Inputs,,0.60395986,-0.05073,52.249,,0.60395986,-0.05073,52.249,,No,No,No,0,44.03027777357405,No
AVTR,Healthcare,Medical Instruments & Supplies,,1.6640635,-0.09701,65.678,51.75042266666667,4.860575425,0.0741550025,36.452,,Yes,No,No,2,69.58435454672076,Yes
FIS,Technology,Information Technology Services,6.442336,1.4280168,0.22348,132.51,14.9647392,-10.43693778,0.478174,142.17374999999998,Yes,No,Yes,No,3,56.69906146251491,Yes
LULU,Consumer Cyclical,Apparel Retail,9.78396,2.834989,0.32027,44.264,9.78396,2.834989,0.32027,44.264,No,No,No,No,0,48.2974540497972,No
KDP,Consumer Defensive,Beverages - Non-Alcoholic,29.923079,1.6760017,0.051,99.649,24.788931333333338,6.924831233333333,0.3288733333333333,151.37233333333333,No,Yes,Yes,No,3,54.464369256799976,Yes
ALNY,Healthcare,Biotechnology,39.09122,22.431604,0.96555,220.623,29.656065333333338,8.799849425,0.2378574925,64.49025,No,No,No,Yes,1,39.22541964330301,No
HCA,Healthcare,Medical Care Facilities,13.812143,-13.511633,,,13.812143,-13.511633,,,No,No,,,1,56.75716830405965,Yes
NTNX,Technology,Software - Infrastructure,71.52631,-24.963263,,,78.68721981818182,158.2196027153846,0.6039858355916666,4852.889666666667,Yes,Yes,,,2,80.39001504850373,No
LDOS,Technology,Information Technology Services,13.315593,3.3869283,0.27781,123.276,14.9647392,-10.43693778,0.478174,142.17374999999998,Yes,No,Yes,No,2,76.99785949486784,No
